order_id,date,region,country,product_category,product_name,units_sold,unit_price,revenue,cost,profit,customer_id,customer_segment,sales_channel
102325,2024-11-29,Asia,Singapore,Office Supplies,Desk Lamp,1,15.34,15.34,11.36,3.98,C1890,Consumer,Partner
102326,2024-11-29,South America,Argentina,Office Supplies,Notebook A4,2,17.8,35.6,29.13,6.47,C1735,Consumer,Online
102327,2024-11-30,Asia,Singapore,Office Supplies,Notebook A4,3,23.3,69.9,57.74,12.16,C1733,SMB,Online
102328,2024-11-30,Europe,Spain,Office Supplies,Stapler,1,19.98,19.98,16.21,3.77,C1524,Consumer,Retail
102329,2024-11-30,North America,Canada,Furniture,Bookshelf,1,264.62,264.62,180.97,83.65,C1819,SMB,Online
102330,2024-11-30,Europe,UK,Electronics,Smartwatch Z,1,338.81,338.81,279.25,59.56,C1013,SMB,Retail
102331,2024-11-30,South America,Brazil,Clothing,Jacket,3,76.97,230.91,136.37,94.54,C1741,Consumer,Online
102332,2024-11-30,Asia,Japan,Electronics,Smartphone X,3,343.3,1029.9,584.28,445.62,C1037,Consumer,Retail
102333,2024-11-30,North America,USA,Electronics,Wireless Headset,1,309.7,309.7,174.4,135.3,C1938,Consumer,Online
102334,2024-11-30,North America,Canada,Furniture,Filing Cabinet,2,343.51,687.02,404.95,282.07,C1679,Consumer,Online
102335,2024-11-30,Europe,UK,Electronics,Laptop Pro,1,319.29,319.29,221.41,97.88,C1851,SMB,Retail
102336,2024-11-30,Oceania,Australia,Electronics,Laptop Pro,2,302.77,605.54,346.11,259.43,C1914,Consumer,Retail
102337,2024-11-30,Europe,Germany,Furniture,Bookshelf,1,287.07,287.07,182.12,104.95,C1745,Enterprise,Online
102338,2024-11-30,Asia,India,Electronics,Smartphone X,1,403.3,403.3,313.29,90.01,C1280,SMB,Online
102339,2024-11-30,South America,Argentina,Furniture,Standing Desk,1,395.37,395.37,294.38,100.99,C1220,Consumer,Partner
102340,2024-11-30,Europe,France,Electronics,Smartphone X,3,494.88,1484.64,905.99,578.65,C1812,Consumer,Online
102341,2024-11-30,Asia,Japan,Clothing,Polo Shirt,5,75.86,379.3,264.89,114.41,C1314,Consumer,Online
102342,2024-11-30,Europe,Germany,Electronics,Smartwatch Z,1,480.64,480.64,282.44,198.2,C1598,Consumer,Online
102343,2024-11-30,South America,Brazil,Office Supplies,Notebook A4,2,23.32,46.64,35.83,10.81,C1436,SMB,Online
102344,2024-11-30,Asia,Japan,Electronics,Smartwatch Z,1,374.12,374.12,237.24,136.88,C1842,Enterprise,Retail
102345,2024-11-30,Oceania,New Zealand,Electronics,Smartphone X,3,324.77,974.31,607.42,366.89,C1513,Consumer,Online
102346,2024-11-30,Europe,Germany,Furniture,Office Chair,1,404.66,404.66,294.59,110.07,C1770,SMB,Retail
102347,2024-11-30,North America,USA,Furniture,Filing Cabinet,2,233.13,466.26,302.68,163.58,C1212,Consumer,Online
102348,2024-11-30,Asia,Singapore,Electronics,Wireless Headset,2,378.5,757.0,573.82,183.18,C1125,Consumer,Online
102349,2024-11-30,Asia,India,Electronics,Smartwatch Z,1,401.63,401.63,239.1,162.53,C1507,SMB,Online
102350,2024-11-30,Asia,Japan,Clothing,Sneakers,1,82.12,82.12,52.83,29.29,C1982,Consumer,Online
102351,2024-11-30,South America,Argentina,Electronics,Laptop Pro,2,371.17,742.34,423.05,319.29,C1585,Consumer,Online
102352,2024-11-30,Oceania,New Zealand,Electronics,Wireless Headset,2,355.25,710.5,526.65,183.85,C1814,Consumer,Online
102353,2024-12-01,Asia,Japan,Office Supplies,Stapler,4,22.62,90.48,53.31,37.17,C1605,SMB,Online
102354,2024-12-01,South America,Argentina,Clothing,Sneakers,2,68.22,136.44,112.51,23.93,C1495,Consumer,Online
102355,2024-12-01,Asia,Singapore,Furniture,Bookshelf,1,269.38,269.38,162.2,107.18,C1622,Consumer,Online
102356,2024-12-01,South America,Brazil,Electronics,Wireless Headset,4,295.99,1183.96,821.35,362.61,C1982,SMB,Online
102357,2024-12-01,Asia,Singapore,Electronics,Smartphone X,1,481.66,481.66,320.1,161.56,C1463,SMB,Retail
102358,2024-12-01,South America,Chile,Office Supplies,Notebook A4,2,14.08,28.16,20.0,8.16,C1895,Enterprise,Online
102359,2024-12-01,Europe,Spain,Clothing,Sneakers,1,63.09,63.09,47.5,15.59,C1480,SMB,Online
102360,2024-12-01,North America,USA,Clothing,Sneakers,1,46.83,46.83,38.29,8.54,C1196,Consumer,Online
102361,2024-12-01,Europe,Germany,Electronics,Laptop Pro,5,456.7,2283.5,1586.57,696.93,C1702,SMB,Partner
102362,2024-12-01,Europe,UK,Electronics,Smartphone X,1,388.23,388.23,244.97,143.26,C1310,Consumer,Retail
102363,2024-12-01,Europe,Spain,Electronics,Smartphone X,4,324.34,1297.36,918.29,379.07,C1802,Consumer,Partner
102364,2024-12-01,South America,Chile,Furniture,Filing Cabinet,1,299.98,299.98,208.73,91.25,C1854,Consumer,Retail
102365,2024-12-01,Asia,Japan,Electronics,Laptop Pro,4,501.26,2005.04,1390.06,614.98,C1101,SMB,Online
102366,2024-12-01,Europe,Spain,Electronics,Smartphone X,4,444.96,1779.84,999.93,779.91,C1861,SMB,Partner
102367,2024-12-01,North America,Canada,Clothing,Hoodie,1,66.59,66.59,41.23,25.36,C1995,Consumer,Online
102368,2024-12-01,South America,Brazil,Furniture,Bookshelf,1,412.21,412.21,319.17,93.04,C1299,Consumer,Online
102369,2024-12-01,Europe,UK,Electronics,Smartwatch Z,1,405.77,405.77,243.92,161.85,C1988,Enterprise,Partner
102370,2024-12-01,South America,Brazil,Electronics,Smartwatch Z,4,472.43,1889.72,1155.71,734.01,C1645,Consumer,Online
102371,2024-12-01,Europe,UK,Electronics,Smartphone X,3,281.74,845.22,524.98,320.24,C1544,SMB,Online
102372,2024-12-01,Oceania,New Zealand,Clothing,Sneakers,2,67.43,134.86,108.54,26.32,C1567,Consumer,Retail
102373,2024-12-01,North America,USA,Electronics,Wireless Headset,3,438.16,1314.48,1085.7,228.78,C1562,SMB,Retail
102374,2024-12-01,North America,USA,Electronics,Smartwatch Z,1,306.55,306.55,196.69,109.86,C1758,Consumer,Retail
102375,2024-12-01,North America,USA,Electronics,Smartwatch Z,1,447.58,447.58,276.11,171.47,C1704,Enterprise,Retail
102376,2024-12-01,Europe,France,Furniture,Office Chair,2,332.45,664.9,486.74,178.16,C1679,Consumer,Online
102377,2024-12-01,Asia,China,Electronics,Laptop Pro,3,466.71,1400.13,998.39,401.74,C1986,Consumer,Retail
102378,2024-12-01,Asia,Singapore,Electronics,Smartwatch Z,1,395.48,395.48,262.56,132.92,C1215,SMB,Partner
102379,2024-12-01,Europe,Germany,Electronics,Smartwatch Z,3,286.03,858.09,725.71,132.38,C1707,Enterprise,Retail
102380,2024-12-01,Asia,China,Electronics,Smartphone X,2,369.97,739.94,496.92,243.02,C1162,Consumer,Retail
102381,2024-12-01,South America,Argentina,Furniture,Standing Desk,3,354.93,1064.79,719.54,345.25,C1571,Enterprise,Retail
102382,2024-12-01,Asia,China,Electronics,Laptop Pro,2,394.84,789.68,442.32,347.36,C1234,SMB,Online
102383,2024-12-01,Europe,Germany,Clothing,Polo Shirt,1,61.74,61.74,51.14,10.6,C1863,SMB,Online
102384,2024-12-02,Asia,India,Electronics,Smartwatch Z,4,411.15,1644.6,1253.1,391.5,C1325,Consumer,Online
102385,2024-12-02,Europe,Spain,Clothing,Hoodie,2,59.97,119.94,100.96,18.98,C1220,Consumer,Partner
102386,2024-12-02,Asia,Japan,Clothing,Sneakers,3,52.72,158.16,87.95,70.21,C1449,SMB,Online
102387,2024-12-02,Asia,India,Clothing,Hoodie,3,49.2,147.6,106.11,41.49,C1768,Consumer,Online
102388,2024-12-02,Asia,Japan,Clothing,Sneakers,3,68.91,206.73,149.15,57.58,C1247,Consumer,Online
102389,2024-12-02,North America,Canada,Furniture,Standing Desk,2,362.55,725.1,497.19,227.91,C1999,SMB,Online
102390,2024-12-02,Europe,France,Office Supplies,Notebook A4,1,15.34,15.34,9.93,5.41,C1443,Consumer,Partner
102391,2024-12-02,Europe,UK,Furniture,Standing Desk,1,236.45,236.45,187.57,48.88,C1685,Enterprise,Retail
102392,2024-12-02,North America,Canada,Electronics,Smartwatch Z,3,362.62,1087.86,691.67,396.19,C1997,Consumer,Online
102393,2024-12-02,South America,Chile,Furniture,Office Chair,1,350.28,350.28,215.09,135.19,C1753,SMB,Retail
102394,2024-12-02,North America,Canada,Furniture,Office Chair,3,362.1,1086.3,810.88,275.42,C1151,Consumer,Online
102395,2024-12-02,Europe,UK,Clothing,Jacket,2,57.37,114.74,74.47,40.27,C1367,Consumer,Retail
102396,2024-12-02,Europe,France,Furniture,Bookshelf,2,289.62,579.24,374.07,205.17,C1709,SMB,Retail
102397,2024-12-02,Asia,India,Electronics,Smartwatch Z,4,341.0,1364.0,1153.49,210.51,C1801,Consumer,Retail
102398,2024-12-02,Oceania,New Zealand,Clothing,Hoodie,1,71.63,71.63,53.22,18.41,C1284,Consumer,Online
102399,2024-12-02,Asia,China,Office Supplies,Stapler,2,21.42,42.84,24.29,18.55,C1572,Consumer,Retail
102400,2024-12-02,Europe,UK,Electronics,Smartwatch Z,2,443.16,886.32,693.18,193.14,C1878,Consumer,Online
102401,2024-12-02,North America,Mexico,Electronics,Wireless Headset,1,498.87,498.87,338.06,160.81,C1305,Consumer,Online
102402,2024-12-02,Asia,China,Furniture,Office Chair,2,265.13,530.26,314.96,215.3,C1454,Consumer,Retail
102403,2024-12-02,Asia,Singapore,Electronics,Wireless Headset,3,383.51,1150.53,739.52,411.01,C1611,Consumer,Online
102404,2024-12-02,North America,USA,Electronics,Smartphone X,3,472.58,1417.74,984.64,433.1,C1625,SMB,Partner
102405,2024-12-02,Asia,India,Furniture,Bookshelf,1,361.91,361.91,232.88,129.03,C1519,Consumer,Online
102406,2024-12-03,Oceania,New Zealand,Furniture,Filing Cabinet,2,331.96,663.92,371.36,292.56,C1561,SMB,Online
102407,2024-12-03,Asia,Singapore,Electronics,Smartphone X,3,381.42,1144.26,880.78,263.48,C1094,Consumer,Online
102408,2024-12-03,Asia,India,Furniture,Standing Desk,4,281.3,1125.2,684.12,441.08,C1882,Enterprise,Online
102409,2024-12-03,Oceania,Australia,Furniture,Filing Cabinet,3,256.66,769.98,636.52,133.46,C1301,Consumer,Online
102410,2024-12-03,Europe,Germany,Clothing,Hoodie,1,80.39,80.39,49.18,31.21,C1919,SMB,Retail
102411,2024-12-03,Europe,France,Electronics,Wireless Headset,1,298.88,298.88,212.12,86.76,C1812,Consumer,Online
102412,2024-12-03,Asia,China,Office Supplies,Desk Lamp,2,17.25,34.5,25.73,8.77,C1145,Consumer,Retail
102413,2024-12-03,Asia,India,Clothing,Polo Shirt,2,49.9,99.8,77.34,22.46,C1875,Enterprise,Online
102414,2024-12-03,South America,Argentina,Electronics,Laptop Pro,2,479.67,959.34,721.66,237.68,C1126,SMB,Online
102415,2024-12-03,Europe,France,Electronics,Wireless Headset,1,364.99,364.99,293.79,71.2,C1866,Enterprise,Online
102416,2024-12-03,Europe,UK,Office Supplies,Stapler,2,14.06,28.12,22.46,5.66,C1809,Consumer,Online
102417,2024-12-03,Europe,Germany,Electronics,Wireless Headset,2,343.44,686.88,479.81,207.07,C1998,SMB,Online
102418,2024-12-03,South America,Chile,Clothing,Polo Shirt,2,74.11,148.22,95.3,52.92,C1516,SMB,Online
102419,2024-12-03,Europe,UK,Office Supplies,Stapler,1,22.75,22.75,14.05,8.7,C1700,Consumer,Retail
102420,2024-12-03,Asia,India,Furniture,Standing Desk,2,365.89,731.78,434.91,296.87,C1875,Enterprise,Retail
102421,2024-12-03,North America,Mexico,Furniture,Standing Desk,6,265.45,1592.7,1174.99,417.71,C1567,Consumer,Online
102422,2024-12-03,North America,Canada,Clothing,Hoodie,3,82.3,246.9,141.63,105.27,C1326,Enterprise,Retail
102423,2024-12-03,South America,Brazil,Clothing,Sneakers,2,61.43,122.86,97.82,25.04,C1585,Consumer,Online
102424,2024-12-03,Asia,China,Clothing,Jacket,2,60.88,121.76,97.47,24.29,C1192,Consumer,Retail
102425,2024-12-03,Asia,China,Office Supplies,Stapler,4,22.65,90.6,59.28,31.32,C1001,Enterprise,Partner
102426,2024-12-03,South America,Chile,Furniture,Filing Cabinet,1,369.94,369.94,247.51,122.43,C1245,Consumer,Online
102427,2024-12-03,Europe,France,Clothing,Sneakers,2,80.62,161.24,107.38,53.86,C1697,Consumer,Online
102428,2024-12-03,Oceania,New Zealand,Electronics,Smartphone X,1,280.44,280.44,225.08,55.36,C1324,SMB,Online
102429,2024-12-03,North America,Mexico,Clothing,Sneakers,1,84.16,84.16,68.79,15.37,C1578,Consumer,Online
102430,2024-12-03,Europe,Germany,Office Supplies,Ballpoint Pen,1,23.46,23.46,18.25,5.21,C1104,Consumer,Online
102431,2024-12-03,Asia,India,Electronics,Smartwatch Z,1,415.18,415.18,318.98,96.2,C1759,Enterprise,Online
102432,2024-12-03,South America,Chile,Electronics,Wireless Headset,5,490.56,2452.8,1691.91,760.89,C1558,Consumer,Retail
102433,2024-12-03,Asia,Japan,Office Supplies,Desk Lamp,1,17.66,17.66,12.44,5.22,C1586,Consumer,Online
102434,2024-12-03,Asia,China,Office Supplies,Ballpoint Pen,2,24.39,48.78,27.02,21.76,C1637,Enterprise,Online
102435,2024-12-03,South America,Chile,Electronics,Smartphone X,6,363.45,2180.7,1324.94,855.76,C1729,SMB,Partner
102436,2024-12-04,South America,Chile,Electronics,Smartwatch Z,2,451.27,902.54,755.84,146.7,C1865,Enterprise,Retail
102437,2024-12-04,Asia,India,Office Supplies,Ballpoint Pen,1,17.96,17.96,12.09,5.87,C1879,SMB,Online
102438,2024-12-04,Asia,Singapore,Electronics,Laptop Pro,2,374.42,748.84,632.2,116.64,C1213,Consumer,Partner
102439,2024-12-04,Asia,India,Clothing,Hoodie,1,49.03,49.03,29.27,19.76,C1860,Consumer,Online
102440,2024-12-04,Asia,China,Clothing,Jacket,1,75.03,75.03,50.05,24.98,C1393,SMB,Retail
102441,2024-12-04,Europe,Germany,Electronics,Smartwatch Z,2,319.82,639.64,472.17,167.47,C1831,Consumer,Online
102442,2024-12-04,North America,USA,Clothing,Polo Shirt,2,55.51,111.02,68.37,42.65,C1519,Consumer,Online
102443,2024-12-04,Oceania,New Zealand,Office Supplies,Notebook A4,1,22.72,22.72,12.88,9.84,C1007,SMB,Partner
102444,2024-12-04,North America,USA,Furniture,Bookshelf,1,408.07,408.07,338.41,69.66,C1997,SMB,Online
102445,2024-12-04,Asia,China,Office Supplies,Desk Lamp,1,13.98,13.98,11.43,2.55,C1213,Consumer,Online
102446,2024-12-04,Oceania,Australia,Clothing,Hoodie,2,62.16,124.32,92.46,31.86,C1700,SMB,Online
102447,2024-12-04,Oceania,Australia,Office Supplies,Desk Lamp,3,20.02,60.06,35.43,24.63,C1549,SMB,Retail
102448,2024-12-04,North America,Mexico,Clothing,Sneakers,3,73.85,221.55,184.55,37.0,C1689,Consumer,Online
102449,2024-12-04,Asia,Singapore,Electronics,Laptop Pro,1,290.32,290.32,180.25,110.07,C1307,Enterprise,Retail
102450,2024-12-04,Asia,India,Electronics,Smartwatch Z,1,348.4,348.4,198.14,150.26,C1746,SMB,Online
102451,2024-12-04,Asia,India,Furniture,Bookshelf,3,246.07,738.21,462.14,276.07,C1228,Consumer,Online
102452,2024-12-04,Europe,Germany,Electronics,Wireless Headset,2,381.91,763.82,625.03,138.79,C1086,Enterprise,Online
102453,2024-12-04,Asia,China,Office Supplies,Desk Lamp,2,24.48,48.96,31.2,17.76,C1114,Consumer,Online
102454,2024-12-04,North America,Mexico,Furniture,Standing Desk,3,241.4,724.2,491.25,232.95,C1499,SMB,Retail
102455,2024-12-04,North America,Mexico,Clothing,Jacket,2,64.24,128.48,95.45,33.03,C1504,SMB,Online
102456,2024-12-04,Europe,France,Clothing,Hoodie,3,77.14,231.42,192.22,39.2,C1865,Consumer,Retail
102457,2024-12-04,Asia,Singapore,Office Supplies,Desk Lamp,1,22.86,22.86,15.64,7.22,C1896,Consumer,Online
102458,2024-12-04,North America,Canada,Electronics,Smartwatch Z,4,407.77,1631.08,1228.27,402.81,C1208,Consumer,Retail
102459,2024-12-04,Asia,India,Office Supplies,Desk Lamp,6,24.01,144.06,82.48,61.58,C1279,SMB,Partner
102460,2024-12-04,Europe,Spain,Furniture,Bookshelf,2,320.79,641.58,361.2,280.38,C1545,Consumer,Retail
102461,2024-12-04,Oceania,New Zealand,Clothing,Polo Shirt,2,67.4,134.8,90.33,44.47,C1954,SMB,Online
102462,2024-12-04,Asia,Singapore,Office Supplies,Ballpoint Pen,4,22.29,89.16,66.84,22.32,C1880,Consumer,Online
102463,2024-12-04,Europe,UK,Clothing,Polo Shirt,1,81.99,81.99,54.74,27.25,C1328,SMB,Retail
102464,2024-12-04,North America,Canada,Electronics,Smartwatch Z,2,297.02,594.04,326.93,267.11,C1760,SMB,Online
102465,2024-12-04,Asia,India,Electronics,Wireless Headset,3,278.44,835.32,522.4,312.92,C1173,Enterprise,Retail
102466,2024-12-04,Europe,Spain,Electronics,Smartphone X,1,391.67,391.67,324.09,67.58,C1036,SMB,Partner
102467,2024-12-04,Asia,China,Furniture,Standing Desk,2,289.74,579.48,367.97,211.51,C1042,SMB,Retail
102468,2024-12-04,North America,Mexico,Electronics,Smartphone X,3,365.86,1097.58,640.22,457.36,C1889,SMB,Online
102469,2024-12-04,Asia,India,Furniture,Office Chair,3,262.69,788.07,479.79,308.28,C1605,SMB,Retail
102470,2024-12-04,South America,Brazil,Office Supplies,Desk Lamp,2,19.97,39.94,30.7,9.24,C1935,Consumer,Online
102471,2024-12-04,Europe,Spain,Clothing,Jacket,1,77.75,77.75,62.58,15.17,C1206,SMB,Online
102472,2024-12-05,Asia,Singapore,Electronics,Laptop Pro,1,418.21,418.21,293.44,124.77,C1628,Consumer,Retail
102473,2024-12-05,Europe,Spain,Electronics,Smartwatch Z,2,318.52,637.04,364.97,272.07,C1733,Enterprise,Retail
102474,2024-12-05,Europe,UK,Office Supplies,Desk Lamp,1,19.65,19.65,14.57,5.08,C1606,Enterprise,Online
102475,2024-12-05,Europe,UK,Office Supplies,Desk Lamp,1,17.57,17.57,12.88,4.69,C1444,Consumer,Retail
102476,2024-12-05,Asia,Japan,Office Supplies,Stapler,1,18.27,18.27,10.62,7.65,C1385,Consumer,Online
102477,2024-12-05,Europe,Germany,Electronics,Smartwatch Z,1,294.9,294.9,199.92,94.98,C1245,Consumer,Partner
102478,2024-12-05,North America,Canada,Office Supplies,Stapler,3,22.39,67.17,38.2,28.97,C1020,Consumer,Retail
102479,2024-12-05,South America,Brazil,Clothing,Sneakers,4,50.15,200.6,167.26,33.34,C1648,Consumer,Online
102480,2024-12-05,Asia,Singapore,Furniture,Filing Cabinet,3,357.95,1073.85,626.36,447.49,C1724,Enterprise,Online
102481,2024-12-05,Europe,Germany,Electronics,Smartwatch Z,2,476.9,953.8,708.26,245.54,C1462,Consumer,Retail
102482,2024-12-05,North America,Mexico,Furniture,Filing Cabinet,1,410.93,410.93,247.03,163.9,C1276,Consumer,Online
102483,2024-12-05,Asia,Japan,Office Supplies,Notebook A4,2,19.78,39.56,26.29,13.27,C1573,Consumer,Retail
102484,2024-12-05,Asia,Singapore,Electronics,Smartwatch Z,2,429.41,858.82,512.86,345.96,C1832,Consumer,Retail
102485,2024-12-05,North America,USA,Electronics,Smartwatch Z,4,469.37,1877.48,1247.18,630.3,C1681,SMB,Partner
102486,2024-12-05,South America,Argentina,Furniture,Bookshelf,2,251.42,502.84,364.77,138.07,C1738,SMB,Online
102487,2024-12-05,South America,Chile,Electronics,Laptop Pro,1,495.7,495.7,347.21,148.49,C1094,Consumer,Online
102488,2024-12-05,Oceania,Australia,Furniture,Office Chair,4,318.64,1274.56,1055.75,218.81,C1369,SMB,Retail
102489,2024-12-05,North America,Canada,Office Supplies,Stapler,2,21.12,42.24,34.38,7.86,C1886,Consumer,Retail
102490,2024-12-05,North America,Mexico,Electronics,Smartphone X,4,390.23,1560.92,1186.53,374.39,C1029,Consumer,Online
102491,2024-12-05,South America,Chile,Clothing,Jacket,2,67.69,135.38,93.07,42.31,C1123,Consumer,Online
102492,2024-12-05,North America,Mexico,Office Supplies,Desk Lamp,3,24.1,72.3,44.04,28.26,C1034,SMB,Online
102493,2024-12-05,Europe,Spain,Office Supplies,Stapler,1,19.16,19.16,11.53,7.63,C1915,Consumer,Partner
102494,2024-12-05,Asia,Singapore,Furniture,Standing Desk,1,285.54,285.54,210.46,75.08,C1414,Consumer,Online
102495,2024-12-05,Europe,Germany,Electronics,Smartphone X,2,415.7,831.4,668.58,162.82,C1525,Consumer,Retail
102496,2024-12-05,North America,Canada,Electronics,Smartwatch Z,2,275.23,550.46,350.85,199.61,C1977,Consumer,Partner
102497,2024-12-05,Europe,Germany,Clothing,Sneakers,3,76.0,228.0,159.73,68.27,C1083,SMB,Online
102498,2024-12-05,Europe,Spain,Electronics,Smartphone X,2,383.8,767.6,468.57,299.03,C1642,SMB,Retail
102499,2024-12-06,Europe,France,Electronics,Wireless Headset,2,374.27,748.54,578.23,170.31,C1958,SMB,Retail
102500,2024-12-06,Asia,China,Furniture,Office Chair,1,413.96,413.96,322.57,91.39,C1908,Consumer,Retail
102501,2024-12-06,North America,Canada,Furniture,Office Chair,1,355.96,355.96,233.66,122.3,C1435,SMB,Retail
102502,2024-12-06,Oceania,Australia,Electronics,Smartphone X,2,470.28,940.56,531.84,408.72,C1576,SMB,Online
102503,2024-12-06,Asia,China,Electronics,Laptop Pro,2,358.59,717.18,592.19,124.99,C1721,Consumer,Online
102504,2024-12-06,Europe,France,Office Supplies,Desk Lamp,4,22.49,89.96,53.28,36.68,C1641,SMB,Online
102505,2024-12-06,North America,USA,Clothing,Polo Shirt,1,69.3,69.3,41.95,27.35,C1464,SMB,Retail
102506,2024-12-06,Oceania,New Zealand,Electronics,Wireless Headset,5,361.99,1809.95,1370.85,439.1,C1186,Enterprise,Online
102507,2024-12-06,Europe,Spain,Office Supplies,Notebook A4,2,21.29,42.58,25.5,17.08,C1615,Consumer,Online
102508,2024-12-06,North America,Canada,Furniture,Filing Cabinet,4,315.18,1260.72,1022.75,237.97,C1213,SMB,Online
102509,2024-12-06,South America,Brazil,Electronics,Wireless Headset,3,287.85,863.55,675.09,188.46,C1220,Consumer,Online
102510,2024-12-06,South America,Brazil,Electronics,Wireless Headset,3,404.86,1214.58,712.35,502.23,C1328,SMB,Online
102511,2024-12-06,Europe,Germany,Furniture,Filing Cabinet,1,336.54,336.54,249.97,86.57,C1456,Consumer,Online
102512,2024-12-06,North America,USA,Office Supplies,Notebook A4,6,19.26,115.56,65.64,49.92,C1197,SMB,Online
102513,2024-12-06,North America,USA,Electronics,Smartwatch Z,1,426.7,426.7,244.77,181.93,C1194,Consumer,Online
102514,2024-12-06,North America,Canada,Clothing,Jacket,1,59.15,59.15,49.02,10.13,C1997,Enterprise,Online
102515,2024-12-06,South America,Brazil,Office Supplies,Stapler,3,18.73,56.19,43.92,12.27,C1413,Consumer,Partner
102516,2024-12-06,Asia,Japan,Electronics,Smartwatch Z,2,306.58,613.16,358.9,254.26,C1699,Consumer,Online
102517,2024-12-06,Europe,Germany,Furniture,Filing Cabinet,3,357.04,1071.12,835.04,236.08,C1670,Consumer,Retail
102518,2024-12-06,Europe,Spain,Clothing,Polo Shirt,2,50.93,101.86,74.31,27.55,C1652,Consumer,Retail
102519,2024-12-06,North America,USA,Electronics,Laptop Pro,3,327.98,983.94,723.88,260.06,C1497,SMB,Online
102520,2024-12-06,South America,Brazil,Office Supplies,Ballpoint Pen,3,24.79,74.37,50.16,24.21,C1320,Consumer,Retail
102521,2024-12-06,North America,Canada,Electronics,Smartphone X,3,412.43,1237.29,886.23,351.06,C1749,Consumer,Retail
102522,2024-12-06,South America,Chile,Office Supplies,Notebook A4,4,14.95,59.8,47.41,12.39,C1437,Consumer,Online
102523,2024-12-07,South America,Chile,Electronics,Wireless Headset,3,336.17,1008.51,667.4,341.11,C1411,Consumer,Online
102524,2024-12-07,Asia,China,Furniture,Filing Cabinet,2,276.19,552.38,326.1,226.28,C1749,Consumer,Retail
102525,2024-12-07,Asia,India,Electronics,Wireless Headset,1,483.94,483.94,402.35,81.59,C1182,Consumer,Online
102526,2024-12-07,South America,Argentina,Clothing,Sneakers,1,83.35,83.35,59.99,23.36,C1947,Consumer,Retail
102527,2024-12-07,North America,USA,Office Supplies,Stapler,1,22.57,22.57,13.83,8.74,C1884,SMB,Partner
102528,2024-12-07,Asia,India,Furniture,Office Chair,3,410.82,1232.46,867.89,364.57,C1225,Consumer,Retail
102529,2024-12-07,Asia,India,Furniture,Filing Cabinet,2,394.79,789.58,607.77,181.81,C1871,Consumer,Retail
102530,2024-12-07,Asia,Singapore,Electronics,Wireless Headset,3,349.3,1047.9,682.8,365.1,C1849,Enterprise,Retail
102531,2024-12-07,Oceania,New Zealand,Clothing,Polo Shirt,2,81.63,163.26,108.6,54.66,C1815,Consumer,Online
102532,2024-12-07,Asia,Japan,Office Supplies,Ballpoint Pen,5,24.55,122.75,92.19,30.56,C1986,SMB,Online
102533,2024-12-07,Europe,Spain,Electronics,Smartphone X,2,343.26,686.52,576.77,109.75,C1486,Enterprise,Retail
102534,2024-12-07,Asia,Singapore,Furniture,Bookshelf,2,234.47,468.94,297.26,171.68,C1759,Consumer,Online
102535,2024-12-07,North America,USA,Electronics,Smartwatch Z,1,381.26,381.26,256.19,125.07,C1440,Consumer,Online
102536,2024-12-07,Europe,Spain,Electronics,Wireless Headset,5,489.38,2446.9,1955.17,491.73,C1528,Consumer,Online
102537,2024-12-07,Asia,Japan,Electronics,Smartwatch Z,4,286.2,1144.8,712.32,432.48,C1086,Consumer,Online
102538,2024-12-07,Asia,China,Clothing,Polo Shirt,1,51.31,51.31,42.93,8.38,C1165,Consumer,Online
102539,2024-12-07,South America,Chile,Electronics,Laptop Pro,1,480.67,480.67,357.73,122.94,C1425,Consumer,Online
102540,2024-12-07,Asia,Japan,Office Supplies,Ballpoint Pen,1,17.36,17.36,14.44,2.92,C1052,Consumer,Retail
102541,2024-12-07,South America,Brazil,Clothing,Sneakers,1,58.52,58.52,45.66,12.86,C1665,Consumer,Partner
102542,2024-12-07,Asia,China,Clothing,Sneakers,3,49.5,148.5,92.78,55.72,C1517,SMB,Retail
102543,2024-12-07,Asia,China,Electronics,Laptop Pro,1,379.4,379.4,260.5,118.9,C1656,SMB,Partner
102544,2024-12-07,Asia,India,Electronics,Smartwatch Z,1,304.18,304.18,220.2,83.98,C1093,Consumer,Online
102545,2024-12-07,Europe,UK,Clothing,Hoodie,1,75.86,75.86,50.16,25.7,C1472,Consumer,Retail
102546,2024-12-07,Oceania,Australia,Electronics,Smartwatch Z,2,390.68,781.36,477.44,303.92,C1487,Consumer,Retail
102547,2024-12-07,Asia,India,Electronics,Wireless Headset,1,380.09,380.09,281.18,98.91,C1175,SMB,Online
102548,2024-12-07,Asia,India,Electronics,Wireless Headset,2,363.64,727.28,606.65,120.63,C1030,Consumer,Online
102549,2024-12-07,Asia,China,Electronics,Laptop Pro,2,287.37,574.74,437.04,137.7,C1345,Consumer,Retail
102550,2024-12-07,South America,Brazil,Office Supplies,Notebook A4,1,13.91,13.91,9.59,4.32,C1493,Consumer,Online
102551,2024-12-07,South America,Argentina,Clothing,Hoodie,2,69.85,139.7,82.62,57.08,C1874,SMB,Online
102552,2024-12-07,Asia,Japan,Clothing,Sneakers,1,71.67,71.67,52.36,19.31,C1994,Consumer,Online
102553,2024-12-07,Europe,Germany,Clothing,Polo Shirt,1,45.5,45.5,37.3,8.2,C1573,Consumer,Retail
